mid,type,standard_question,standard_answer,is_order
594,MCQ,"汉东省滨海市居民王波，男，35岁，高中文化程度，籍贯汉东省滨海市南湖区，性格内向不善言辞，业余爱好钓鱼。2025年5月12日（星期一）上午10时许，因对青柳村拆迁补偿方案不满，王波身着深蓝色涤纶夹克、灰色牛仔裤搭配黑色安踏运动鞋，在汉东省滨海市绕城高速K15+300处中间车道（该路段有轻微裂缝并残留少量油渍），使用红色塑料打火机点燃由其亲自收集的槐树枝与杨树枝混合堆。当时天气多云伴有南风3级，王波蹲下身子将火堆分成两堆（间距约1.2米，其中一堆引燃时冒出淡黄色火焰，焰高20厘米），期间有辆白色东风牌货车在距其50米处鸣笛示警。王波完成分堆后转身离开现场时，用衣袖擦了擦额头的汗水，边走边回头张望。火堆燃烧约3分钟后被通行车辆轧灭，地面仅留下两处直径15厘米的焦黑痕迹。经查，王波系因拆迁补偿款未达预期而心生不满，其父王大海经营的渔具店当时正面临资金周转压力。关于本案，下列哪些选项是错误的？
A.王波的行为成立放火罪。
B.王波的行为成立以危险方法危害公共安全罪。
C.如认为王波的行为不成立放火罪，那么其行为也不可能成立以危险方法危害公共安全罪。
D.行为危害公共安全，但不构成放火、决水、爆炸等犯罪的，应以以危险方法危害公共安全罪论处。",A B D,NO
595,QA,29岁自由插画师桃桃（本名陶小萌，籍贯江南省临州市，专科学历，业余爱好收集现代艺术装饰画）与32岁自由画家红红（原名洪晓燕，性格内向，平日习惯穿米色亚麻连衣裙）于2024年6月12日星期三下午3时许，在红红位于临州市梧桐区艺术巷27号的工作室（loft装修风格，墙面挂有多幅未完成油画，角落摆放着绿植和木质画架）签订《名画买卖协议》（共8页，含手写补充条款，签订时由工作室保洁员王丽作为见证人）。该协议约定桃桃以总价12万元购买红红创作的抽象风格油画（尺寸120cm×80cm，采用松木画框装裱），桃桃先支付5万元的首付款，名画交给桃桃，但是付清尾款前红红保留所有权。桃桃穿着浅蓝色棉质衬衫和白色运动鞋，用黑色皮质挎包装着5万元现金首付款，在工作室东北角的铁艺圆桌旁完成支付。红红在交付画作时转身从画架上取下作品，轻声说道：“尾款结清前记得保护好画框”。桃桃心想这幅画正好可以挂在自家客厅米黄色墙面上，与灰色布艺沙发形成色彩呼应。后因红红对经营川菜馆的刘某负有23万元装修材料款债务，经法院2024年8月5日判决败诉（当日阴有小雨，庭审笔录共15页），刘某申请法院强制执行。同年9月17日上午10时15分，法院执行人员（身着深蓝色制服，佩戴银色法徽）扣押该画时，发现画作右下角有轻微折痕。桃桃向法院申请解除扣押的前提是什么？,付清尾款,NO
596,MCQ,"甲省乙市货车司机李四（32岁，高中学历，籍贯甲省乙市龙山镇，性格内向，业余爱好钓鱼）涉嫌故意杀人罪案，乙市检察院于2023年7月12日星期三下午3时许，在乙市中级法院提起公诉。当日天气晴朗，室外气温28摄氏度。李四低头反复搓手，三次叹气并小声自语“这事真说不清楚”。乙市中级法院经一审审理，于2023年9月18日判处李四死刑缓期执行。李四上诉期间在看守所监室用铅笔在《水浒传》扉页写下“相信法律公正”字样。甲省高级法院刑三庭审判长赵刚（使用黑色派克钢笔签署裁定书）经二审审理，认为原判事实不清、证据不足且适用法律错误，于2024年1月5日作出（2024）甲刑终字第15号裁定书，裁定撤销原判发回重审。重审阶段，乙市检察院向乙市中级法院撤回起诉，并指令丙区检察院向丙区法院提起公诉。下列关于该案诉讼程序的表述，正确的是：
A.甲省高级法院裁定撤销原判，发回乙市中级法院重新审判，是错误的
B.乙市检察院可以向乙市中级法院撤回起诉
C.甲省高级法院可以将该案移送给乙市中级法院审理
D.甲省高级法院应当将该案移送给乙市中级法院以外的法院审理",B C,NO
597,QA,"春江市腾飞建材贸易有限公司（成立于2015年，注册资本500万元）法定代表人赵东（男，42岁，本科学历，籍贯春江市龙湾区，业余爱好登山，性格谨慎）因公司经营资金短缺，于2023年5月12日星期五下午15时许（当日多云转阴，室外温度23℃），在春江市高新区创业大厦B座8楼公司会议室（内部装修采用现代工业风格，墙面为浅灰色乳胶漆，配有棕色实木会议桌和六盆绿萝盆栽），向自由投资人丁晓峰（男，48岁，居住于春江市华阳区碧水苑小区，爱好收藏宜兴紫砂壶，离异育有一子）个人借款300万元，约定利息年化15%,并签订《借款合同》。丁晓峰要求提供担保，赵东遂请求戊公司为其提供连带保证。2024年9月借款到期后春江市腾飞建材贸易有限公司未还，丁晓峰在秋雨连绵的10月8日上午，身着米色棉质夹克和棕色休闲裤，到法院立案庭递交起诉材料。起诉戊公司承担保证责任。同时，丁向公安机关报案称丙公司借款目的是非法集资，涉嫌诈骗。后公安机关以涉嫌集资诈骗对丙公司负责人立案并刑拘。戊公司抗辩称因涉及诈骗，担保合同无效，请求法院暂缓审理。本案中，如果法院决定中止民事诉讼，主要是基于哪一法律制度中的程序性规定？",刑民交叉案件的诉讼中止,NO
598,MCQ,"甲（男，31岁，山南省湖州市人，中专学历，性格内向，业余爱好收集汽车模型）诉乙（女，38岁，山南省台州市人，现经营""老台门""包子铺）房屋纠纷案，经山南省湖州市中级法院于2023年5月10日（星期三）下午14时（当日多云转阴，气温21℃）作出一审判决。判决书共18页，使用湖州市中级法院特制浅黄色封面纸装订，盖有青铜色圆形公章。甲在湖州市花园小区12栋203室（装修为简欧风格，客厅悬挂水晶吊灯）收到判决书后，将文件放在深棕色实木书桌上，用红色英雄牌钢笔在挂历标注""6月1日前考虑上诉""。因误信""再审比上诉更权威""，甲未上诉，而是于2023年5月30日（阴天，空气湿度78%）通过EMS快递向山南省高级法院递交再审申请书，申请书共7页附3份证据复印件，封面印有""湖州文印中心""字样。此时乙正在湖州市中级法院执行局305办公室（墙面为米白色，配黑色皮质沙发），身着浅蓝色涤纶衬衫和灰色休闲裤，向执行法官王法官递交用黑色塑料文件夹装订的执行申请，该文件夹侧面贴有""老台门包子铺""字样标签。山南省高院立案二庭法官李晓（女，40岁，法律硕士）经审查认为一审判决存在错误，于2023年8月7日签发（2023）山法指监第152号裁定书，指令湖州中院再审。再审立案当日，湖州中院立案庭法官赵刚（男，45岁，身着深灰色法官制服）在3号法庭（配有胡桃木审判台和六把皮质座椅）签收案卷时心想""这个案件需要重点审查房屋权属证据链""。下列哪些说法是错误的？
A.高级法院指令再审的同时，应作出撤销原判决的裁定
B.中级法院再审时应作出撤销原判决的裁定
C.中级法院应裁定中止原裁判的执行
D.中级法院应适用一审程序再审该案",A B,NO
600,QA,荣成有限公司（成立于2015年，注册资本5000万元，法定代表人李国华，45岁，本科学历，籍贯西山省平州市，业余爱好登山和收藏矿石标本）与黑翡翠有限公司（注册地南河省白杨市，主营矿业投资，法定代表人王振涛，38岁，性格沉稳，喜欢阅读商业管理类书籍）于2023年5月12日星期五下午2点，在荣成公司位于平州市高新区的总部三楼会议室（墙面悬挂昆步山勘探区域地图，会议桌为胡桃木材质）签订《合作协议》。该协议共15页，采用绿色皮质封面。签约时窗外阴雨绵绵，王振涛用黑色派克笔签字后与李国华握手，李国华说：“这次合作成功后，咱们可以去青海湖考察地质结构。”王振涛心想若能按时完成项目，就能赶在国庆假期带家人去三亚度假。协议签订时，秘书刘芳作为见证人在场，双方交换文件时使用了银色金属文件夹。两公司合作对昆步山东麓海拔800-1200米区域进行煤炭资源勘探，约定利益平分。完成勘探后，平远县政府主张荣成公司未取得勘探许可证。法院如何认定荣成公司与黑翡翠公司的合同效力？,合同无效,NO
601,MCQ,"某市场监管总局行政执法局综合处处长陈立峰，42岁，硕士研究生学历，籍贯河阳市，爱好收集茶叶罐和练习硬笔书法。2024年7月12日，星期五下午3时许，总局第三会议室（墙面悬挂《市场监管执法流程图》，配有三台银色联想笔记本电脑和蓝色折叠会议桌）开展专项执法检查。陈立峰身着浅灰色棉质短袖衬衫、深蓝色西裤，手持黑色晨光签字笔，正在审阅一份《省域市场竞争政策合规评估报告》（该报告共15页，封面印有市场监管总局红头文件标识，7月10日在总局301办公室装订成册）。专项检查旨在落实全国优化营商环境会议精神，对地方政府涉及市场竞争的政策措施进行合规审查。根据《反不正当竞争法》和《反垄断法》，那一个专项审查中发现的行为属于两法均明文禁止的行为？
A.A省政府发布规章，要求外省生产的新能源汽车必须通过本省指定检测机构的电池安全认证，取得省内销售备案证后方可上市销售
B.B省政府在省界高速公路青石镇收费站东侧200米处设置检查站（现场有蓝色遮阳棚和""防疫检查""LED警示牌），以防疫为由禁止本省生猪加工企业将冷鲜肉运往邻省，执法人员张某身着藏青色制服在此值守
C.C省政府办公厅下发文件，规定省内行政机关公务用酒只能采购本省酒厂生产的""玉露春""白酒（该酒为53度浓香型，瓶身印有金色祥云图案），否则财务不予报销
D.D省政府出台规定，对外省流入的乳制品加征20%的产品质量监督费
E.E省政府授权本省盐业公司独家经营碘盐销售，禁止其他企业从事同类业务
F.F省政府要求辖区内所有超市必须设立""本地农产品专区""，且专区面积不得小于货架总面积的30%",B,NO
602,MCQ,"25岁的外卖员小明（大专学历，籍贯某县河口镇，爱好周末钓鱼和拼装航模）因父母催促结婚，于2023年5月10日星期三下午14时许，在某县滨河路15号自建房屋工地（房屋内部贴有米色竖条纹壁纸，地面铺深褐色复合地板），身着蓝色涤纶材质外卖工作服、灰色棉质运动裤和白色回力牌运动鞋，边擦拭额头的汗水边向工人喊话。此前经小明申请并缴纳了3680元审批费，某县土地局和某乡政府将一块位于河滩边（实为已被征用的土地）批准同意由小明建房，两机关在县政务中心2楼3号窗口（装修采用浅绿色墙面配银色金属标识牌）向小明发放了编号为XC2023-045号的《建设用地规划许可证》和《建设工程许可证》（两份文件各6页，于2023年4月28日在政务中心签署，见证人为窗口工作人员王丽，交付过程采用当面签收方式）。后市规划局工作人员驾驶黑色大众帕萨特公务车，在多云天气下于2023年6月20日现场勘查后，认定小明建房违法并下达《责令停止建设通知书》。小明看着未完工的二层砖混结构房屋心想”再坚持半个月就能封顶，赶在雨季前把婚房建好“，遂继续指挥工人砌筑外墙。市规划局申请法院将小明所建房屋拆除后，小明手持与未婚妻在县人民公园拍摄的合照，要求赔偿建房损失。下列哪种说法是错误的？
A.某县土地局、某乡政府和市规划局为共同赔偿义务机关
B.某县土地局和某乡政府向小明发放规划许可证和建设工程许可证的行为系超越职权的行为
C.市规划局有权撤销小明的规划许可证
D.对小明继续施工造成的损失，国家不承担赔偿责任",A,NO
604,QA,2024年5月12日周日下午3时许，位于江南省滨海市松江路128号的悦来咖啡厅内，该店经理王建国（男，32岁，中专学历，籍贯江南省青田县，业余爱好摄影和收集黑胶唱片）为吸引客流量，在其面积180平米的工业风格咖啡厅（墙面采用红砖装饰，搭配深褐色皮质沙发和金属吊灯）内，使用新购置的某品牌100寸4K液晶电视搭配某品牌5.1声道环绕音响系统，实时播放甲电视台正在直播的《星光璀璨》选秀节目。当日天气多云转晴，室外温度28℃，咖啡厅内飘散着现磨蓝山咖啡的香气。王建国身着深蓝色棉质衬衫、米色休闲裤和白色网面运动鞋，亲自操作设备时转身对服务员李晓燕说：“把空调调到22度，让顾客看得更舒服些”，同时心想“周末下午时段客单价能提高30%”。该咖啡厅与某商贸公司签订有《影音设备采购合同》（共8页，2024年4月20日签订于商贸公司会议室，见证人为财务主管陈芳）。根据咖啡厅公示规则，顾客只需购买38元起的任意饮品即可入座观看。甲电视台在直播的选秀节目中组织歌手演唱歌曲，未经许可，乙宾馆在其经营的咖啡厅中用超大屏幕电视和高级音响公开播放甲电视台直播的选秀节目，顾客购买咖啡即可入内观看。乙宾馆的该行为侵害了哪些的权益？,甲电视台的广播组织权、获得报酬权,NO
605,MCQ,"关于刑事诉讼中被害人的近亲属的权利，下列表述正确的是？
A.某盗窃案中，被害人许某精神失常，其子许甲（27岁，大专学历，现为某连锁餐饮企业采购员，习惯穿深蓝色涤纶工作服和白色运动鞋）代为对涉案财物申请重新鉴定
B.某故意伤害案中，被害人林某基于恐惧而不敢告诉，其子林乙（31岁，未婚，毕业于某职业技术学院）代为提起附带民事诉讼
C.某绑架案中，在审查起诉阶段，被害人王某的胞妹王丙（29岁，某幼儿园保育员）代为委托诉讼代理人
D.某强制医疗案中，被害人张某死亡，其父亲张丁（58岁，职业农民高中学历）不服强制医疗决定，向上一级法院申请复议
E.某诈骗案中，被害人赵某昏迷，其妻子赵戊（32岁，本科学历，籍贯平江县）自行决定撤回对被告人的刑事指控
F.某故意杀人案中，被害人李某死亡，其母亲李己（53岁，初中学历）代为申请对被告人适用取保候审
G.某交通肇事案中，被害人周某成植物人，其儿子周庚（男，35岁，高中学历）代为对一审判决提出上诉",A C D,NO
606,QA,"南山市青年淘淘（26岁，本科学历，籍贯南山市东湖区，业余爱好骑行）于2023年5月10日（星期三）下午3点，在自家书房（墙面为浅灰色乳胶漆，配有胡桃木书架和黑色皮质转椅）将其父赠予的浪琴牌银色皮质表带机械手表（九成新）借给好友吴某真（29岁，健身房私教，性格外向，喜欢健身和摄影），约定借期3个月。吴某真在使用期间，于2023年6月20日晴转多云的傍晚6点，在“蓝岸咖啡厅”（位于南山市滨江路12号，装修为工业风格，墙面挂有抽象画作）与自由职业者王某芳（31岁，爱好烘焙，身穿米色针织衫和深蓝色牛仔裤）喝咖啡时，王某芳抬手整理耳后碎发，偶然注意到手表并借走使用1周。
2023年6月25日中午12点，王某芳在星海商场星巴克（内部摆放绿植和木质圆桌）与经营个体商铺的李某杰（35岁，喜欢收集手表，身着黑色涤纶夹克和棕色磨砂皮鞋）闲聊时，李某杰注意到该表并提出以10万元购买。王某芳转动咖啡杯，抿了一口拿铁后告知：“这表是吴哥的，我只是暂用”。次日，王某芳通过微信语音联系吴某真：“李哥出价挺实在的，你最近不是信用卡要还款吗？”，吴某真心想若成交可缓解经济压力，遂同意出售。6月27日，三方在蓝岸咖啡厅签订《手表买卖协议》（共3页，封面印有烫金楷体标题），约定李某杰当场交付10万元现金（用牛皮纸信封封装），待王某芳7月1日使用完毕后直接交付手表。吴某真的行为构成哪种民事行为？",无权处分,NO
607,QA,现年37岁的环境工程师李某（硕士研究生学历，籍贯东山县，性格沉稳内向，业余爱好爬山和养多肉植物），在2024年5月12日（周一）下午2时许，因研发出一款采用纳米过滤技术的高效节水设备（该设备使用银灰色不锈钢外壳，重15公斤），有效缓解了干旱地区用水难题。研发期间某日凌晨3点，李某曾在实验室穿着深蓝色涤纶工作服，边调试设备参数边用白色棉布擦拭额头汗水，内心想着“若能赶在雨季前完成测试，就能帮助更多农户”。获得多项奖励：某国际组织于2024年5月20日在瑞士日内瓦某会议中心（内部装修为现代简约风格，主色调为科技蓝，配有智能玻璃幕墙）举办的环保峰会上授予其8万美元奖励；其户籍所在地丙乡政府于2024年6月1日奖励一套位于东山县人民路28号（临街商铺，面积80平方米，简欧风格装修，门前有两棵法国梧桐）价值150万元的商铺；甲企业（年利润30万元，主营节水设备销售）在2024年6月8日周五下午3点的企业年会（会场设在企业礼堂，悬挂“科技创新表彰大会”红色横幅）上奖励其5万元人民币现金（装在红色烫金信封内），颁奖时李某穿着浅蓝色纯棉衬衫和深灰色涤纶休闲裤，手持银色联想牌U盘进行技术演示。对于上述奖励，哪一项可以免征个税？,某国际组织奖励8万美元,NO
610,QA,海滨市锦绣花园小区居民甲（45岁，职业为自由摄影师，业余爱好垂钓和收集古钱币），于2024年5月12日（星期日）下午3时许，将自己名下位于该小区5栋301室的地中海风格装修房屋（建筑面积89平方米，配有蓝白色调拱形门窗及贝壳装饰吊灯）出售给乙（32岁，室内设计师，性格急躁，持有二级建造师资格证书）。在交房和过户登记手续尚未办理期间，乙擅自使用红色博世牌电钻撬开浅胡桃木色防盗门进行装修施工。施工期间每日早8点至晚7点持续产生噪音，导致住在302室的邻居丙（50岁，钢琴教师，日常着米色亚麻长裙，患有神经衰弱）连续17天失眠。事发时正值春夏之交，海滨市日间气温维持在22-25摄氏度，小区中庭栽种的樱花树正值盛放期。本案中，丙有权要求谁排除妨碍？,甲、乙,NO
612,QA,"2024年5月3日，天气晴，室外温度26℃，住所在甲市C区的新月公司总经理李明（32岁，大专学历，籍贯河北省保定市，业余爱好爬山）与住所在甲市H区的天天公司总经理王红（35岁，本科学历，籍贯天津市蓟州区，性格沉稳，喜欢养多肉植物）在乙市B区某办公楼4层的会议室（装修风格为现代简约，墙面悬挂《滨海晨曦》油画，配浅灰色布艺沙发）签订了一份钢材买卖合同，约定由新月公司分批向天天公司在丙市的项目地提供工程所需钢材，合同总金额300万元，分三期付款，最后一期在钢材全部供应完毕后一个月内支付，合同履行发生争议，由甲市仲裁委员会仲裁或者向H区法院提起诉讼。合同履行过程中，双方发生争议，新月公司到甲市仲裁委员会申请仲裁，仲裁委员会受理并向天天公司送达了新月公司的申请书副本。在仲裁庭主持首次开庭的答辩阶段，天天公司对仲裁协议的效力提出异议。仲裁庭对此作出了相关的意思表示。此后，天天公司又向法院提出对仲裁协议的效力予以认定的申请。下列哪些选项市正确的？
A、新月公司与天天公司商定的仲裁合同原则有效
B、仲裁庭对案件管辖权作出决定应有仲裁委员会的授权
C、仲裁庭对天天公司的申请应予以驳回，继续审理案件
D、天天公司应向乙市中级法院申请认定仲裁合同的效力","B、仲裁庭对案件管辖权作出决定应有仲裁委员会的授权
C、仲裁庭对天天公司的申请应予以驳回，继续审理案件",NO
613,MCQ,"M市公安局刑侦支队37岁侦查员张某（籍贯东山市，大专学历，性格急躁，业余爱好健身和钓鱼），因涉嫌刑讯逼供罪，由M市检察院立案侦查。根据我国法律规定，下列关于本案的说法，错误的是？
A.2023年5月12日星期五下午3时许，侦查阶段讯问张某时，因客观条件限制可不予录音录像，但需作出书面说明
B.侦查员王某出示了10张不同照片，让被害人陈某辨认张某
C.经过一系列调查M市检察院对张某作出逮捕决定，需经上一级检察院批准
D.若张某犯罪情节轻微，M市检察院作不起诉决定需报上一级检察院批准",A C D,NO
614,QA,汉北省金河市金川矿业有限公司法定代表人张建国，45岁，本科学历，籍贯汉北省龙山县，业余爱好爬山和养多肉植物。2025年5月20日星期二上午10时许（天气多云，气温22℃，东南风3级），该公司计划对大青山镇矿区一处战略性萤石矿（属重要战略性矿产资源）进行露天开采，开采区域涉及金河市大青山镇红旗村集体所有的土地，露天开采需占用约15公顷土地。已知该公司已完成《矿产资源开发可行性报告》（共120页，2025年3月15日在大青山镇矿业项目指挥部会议室签署，见证人为项目办主任李刚，交付过程通过电子邮件完成）等前期工作，确定开采具备边开采、边复垦条件。根据新《矿产资源法》规定，该矿业公司针对露天开采所涉及的土地临时使用，应上报至哪个部门进行批准以便于开展后续工作？,报省级以上自然资源部门批准,NO
615,QA,位于浙东省临海市的A公司（成立于2015年3月，注册资本5000万元，主营房地产开发，法定代表人陈东海，45岁，大专学历，爱好钓鱼），与注册在临海高新区的B科技公司（主营智能家居研发）于2019年6月，在临海国际大厦18层会议室（墙面悬挂山水画作，铺设深灰色地毯）签订了编号为LC-20190612的《凤凰国际商务中心商品房买卖合同》，A公司收了B公司购房款并缴纳了700万元的企业所得税。当日天气闷热伴有间断小雨，签约时B公司总经理李国栋（50岁，手持黑色皮质公文包）表示：“希望这次合作能成为开发区商业地产标杆项目”，A公司销售经理赵强（29岁，穿深蓝色涤纶西装）边整理文件边回应：“我们配置了最新的智能安防系统”。2022年12月，因房地产市场波动，经双方在B公司三楼茶室（摆放红木茶具）协商解除合同，随后A公司退还了B公司全部购房款。现A公司向税务机关申请退还先前缴纳的企业所得税税款。根据我国税收征收管理法律制度，A公司向税务机关申请退税的时效应当自何时开始计算？,结算缴纳税款之日,NO
616,MCQ,"汉东省滨海市第二中学高一学生小张（15岁，籍贯滨海市金田区，爱好打篮球和收集球星卡）与同班同学小李（15岁，滨海市西港区人，沉迷手机游戏《王者战场》），2023年10月12日星期四下午17:20分，在滨海市春华小区3号楼东侧自行车棚（该车棚外墙漆成浅绿色，内部有12组蓝色金属车架，地面铺着方格地砖），因小张想购买新款限量版篮球鞋但零花钱不足，小李需要充值游戏装备，二人合谋对同年级学生小王（15岁，身高1米65，戴黑框眼镜，喜欢绘画）实施抢劫。当日天气阴转多云，北风3级，气温15℃。小张身着深蓝色涤纶运动服，突然伸手拽住小王背着的黑色帆布书包（印有米奇图案，右侧口袋拉链损坏），小李转身挡住小王去路说道：""把零花钱都拿出来，我们还要去'星云'网吧打排位赛""。小王被迫交出内有237.5元现金的钱包（内含两张公交卡和文具店会员卡）及华为荣耀黑色智能手机一部。
案发后三人的班主任赵丽娟（女，38岁，教龄12年）在检查教室监控时发现异常，于2023年10月13日上午9时向春华路派出所报案。经立案侦查，关于该案诉讼程序，下列哪些选项是正确的？
A.审查批捕讯问时，小张拒绝为其提供的合适成年人到场，应另行通知其他合适成年人到场
B.讯问小李时，因小李的法定代理人无法到场而通知其婶婶到场，其婶婶可代行小李的控告权
C.法庭审理询问小王时，应通知小王的法定代理人到场
D.如该案适用简易程序审理，小张的法定代理人不能到场时可不再通知其他合适成年人到场",C,NO
618,MCQ,"某省南华市副市长赵建国（男，45岁，籍贯南华市青林县，本科学历，性格谨慎内向，业余爱好练习楷书书法）因家庭医疗费用压力违规审批某商业项目，在市政府大楼三层办公室（内部装修为新中式风格，墙面悬挂《富春山居图》复制品，配红木办公桌椅和青瓷笔筒）接受纪检部门立案调查。据此，下列说法不正确的是？
A.由于被立案调查，因此可以决定暂停该副市长履行其职务
B.由于被立案调查，该市长不能率团前往国外招商引资
C.由于该副市长主动交代其违纪行为并主动采取措施有效避免损失，应当从轻处分
D.该副市长受到处分之后，在处分期间不得晋升职务，但可以晋升级别",A C D,NO
619,MCQ,"在庄严肃穆、布局规整的市法律研讨中心会议室里，阳光透过淡蓝色的窗帘，轻柔地洒在深棕色的会议桌上，形成一片片光影斑驳。会议室的一侧，摆放着一排整齐的书架，上面陈列着各类法律典籍和权威期刊，散发着浓厚的学术气息。另一侧的墙上，挂着一幅巨大的法治主题油画，画中天平与法槌相互映衬，象征着法律的公正与威严。研讨会的主题是期间。期间是法律规定的司法机关及诉讼参与人进行诉讼行为须遵守的时间规范，对于法律程序的推进和法律关系的稳定具有重要意义。关于期间的计算，下列哪一选项是正确的？
A.重新计算期限仅适用于公检法的办案期限，当事人行使诉讼权利的期限，例如上诉期等，不存在重新计算的情形
B.李华因一起民事纠纷收到法院判决书，判决结果对自己不利，心里很郁闷，便决定上诉。上诉状或其他法律文书在期满前已交邮但未在法定期间内送达法院的，仍被视为过期
C.2024年5月5日，星期日，上午9点，在市区老旧小区的家中，张敏穿着粉色棉质睡衣。她收到法院传票，得知自己涉及一起合同纠纷案件，想到要打官司，张敏心里有些紧张，但她想到法定期间不包括路途上的时间，比如有关诉讼文书材料在公检法之间传递的时间应当从法定期间内扣除，她还有时间准备
D.犯罪嫌疑人、被告人在押的案件，对其进行医疗鉴定的时间一律计入法定羁押期间
E.期间以时、日、月计算，开始的时和日均应计入期间以内
F.法定节假日一律不计入期间，无论期间是否届满于节假日当日
G.公安机关对被拘留的人需要变更强制措施的，应当在拘留后的48小时内作出决定
H.2024年10月10日，星期四，下午4点，在超市收银台前，超市里人来人往，郑芳穿着蓝色超市工作服。她的电动车前几天被偷了，小偷很快抓到，但是检察院做出了不起诉决定，她作为被害人心里不舒服，有些不服，被害人不服检察院不起诉决定的申诉期限为收到不起诉决定书后5日内",C,NO
620,MCQ,"桃花市顺丰快递公司快递员马某，32岁，高中学历，籍贯桃花市河口区，性格内向，业余爱好钓鱼。2024年5月12日（星期天）下午3时许，桃花市阴天有小雨，市中级人民法院第三审判庭（墙面采用米黄色大理石装饰，配有深棕色木质审判台和六把黑色皮质法官椅）对马某被指控故意杀人一案进行了第一审审理。庭审中马某身着蓝色涤纶工装裤和白色帆布鞋，不时低头搓弄手腕上的黑色电子表。其辩护律师赵磊（身着藏青色羊绒西装）在质证阶段向法庭提交了一份3页的《通话记录分析报告》（该报告于2024年4月25日在律所会议室签署，见证人为助理律师周雯，交付过程通过电子邮件附件发送）。经审理，法院当庭判处马某无期徒刑。次日清晨，市检察院检察官王芳（身着浅灰色行政套装）在办公室审阅案卷时，认为量刑过轻，在抗诉书上加盖公章后，通过EMS特快专递向省高院提出抗诉。据悉，马某作案动机系因网络赌博欠下20万元债务压力所致。关于本案的第二审程序，下列说法正确的是？
A.如果马某不服一审判决，可以口头方式提起上诉
B.二审法院可以不开庭审理
C.二审法院仅就马某的量刑问题进行审查
D.第二审法院经审查，认为原判事实不清、证据不足，需要发回重新审判的，可以不开庭审理
E.如果本案马某上诉，二审法院在审理时不得加重马某的刑罚",A,NO
621,MCQ,"28岁的公司文员甲（籍贯江州市，大专学历，业余爱好爬山和摄影），于2024年5月12日星期日下午3点，在江州市绿源土特产超市（位于中山路88号，店内采用仿古装修风格，木质货架排列整齐，地面铺着绿色防滑瓷砖）购买了一包“好吃蘑菇世家”生产的200克装红色塑料袋包装蘑菇（生产日期2024年3月5日，保质期12个月），售价50元。当日晴转多云，室外温度22摄氏度，甲身着白色棉质T恤、蓝色牛仔裤和黑色运动鞋，用手机扫码支付时还顺手将收据放入随身携带的棕色帆布包。次日傍晚，甲在家中厨房用不锈钢汤锅煮熟蘑菇食用后，突然感到头晕目眩，右手扶着餐桌边缘时打翻陶瓷碗，随后因食物中毒口吐白沫倒地不起，被邻居发现后紧急送往江州市人民医院急诊科（医院大厅设有自动取号机，走廊墙面贴有健康宣传海报），花费医疗费5000元。经查，生产企业“好吃蘑菇世家”（注册地位于江州市工业园区创业路15号，法人代表李国栋，公司门口悬挂着ISO认证铜牌）因不符合食品安全标准，已多次发生消费者食物中毒事件。超市经理赵伟（35岁，穿深蓝色聚酯纤维工装）在事发后擦拭着额头的汗珠查看监控录像，确认该批次蘑菇进货单据编号为CG20240308-024。关于本案的责任承担，下列说法错误的有？
A.超市发现食品安全事故后，可以立即停止销售，召回已经销售的蘑菇食品
B.如果甲要求超市赔偿，该超市有权以无过错为由拒绝赔偿
C.甲有权获得最高1.5万元的惩罚性赔偿金
D.若生产企业财产不足以同时支付行政罚款和民事赔偿，应当先行支付民事赔偿",A B,NO
622,MCQ,"汉东省金州市商业银行董事长王建国（男，42岁，籍贯金州市南湖区，性格谨慎但好面子，业余爱好打高尔夫球和收藏紫砂壶），于2023年5月12日星期五下午3时，在银行总部深棕色实木装修的董事长办公室（墙面悬挂金融数据分析图表，配备红木办公桌和真皮老板椅），因担心年度审计暴露经营问题，授意财务总监陈莉莉（身着浅灰色雪纺连衣裙搭配米色高跟鞋）隐瞒3.7亿元亏损。该银行随即制作了标注""绝密""字样的虚假财务报告（使用黑色万宝龙牌钢笔签署，文件共28页装订成册），导致银行被吊销经营许可证后进入清算程序。此前在2022年9月，该银行因违规向房地产企业发放贷款（涉及""金州世纪城""项目）被国务院银保监会处以500万元罚款，该罚款尚未缴纳。清算期间发现上一年度企业所得税欠缴82万元，另有一笔17.3万元增值税因财务人员张涛（26岁，大专学历）在办公室使用计算器时输错小数点而未缴。下列相关说法不正确的是？
A.在清算时，清算组应优先清偿包含企业所得税在内的欠缴税款
B.在该银行被清算期间，经国务院银保监会负责人批准，可申请司法机关禁止小王买卖商品房
C.因计算错误未缴的税款，税务机关可要求该银行补缴但不能收取滞纳金
D.在清算期间，该银行应先向国务院银保监会缴纳罚款",A C D,NO
