Unnamed: 0,mid,standard_question,standard_answer,type,is_order,prompt
10,7150505,"某餐厅计划从七道菜品：宫保鸡丁、鱼香肉丝、麻婆豆腐、糖醋排骨、番茄炒蛋、清蒸鲈鱼、酸辣土豆丝中选择 4 道作为周末特供，需满足以下条件：
（1）如果两者均未被选，则菜单无效，但若其中一道被选，则另一道可自由选择。
（2）除非宫保鸡丁和鱼香肉丝同时入选，否则麻婆豆腐必须被排除。
（3）若宫保鸡丁被选，则清蒸鲈鱼必须落选，但清蒸鲈鱼的落选并不必然要求宫保鸡丁被选。
（4）番茄炒蛋是糖醋排骨的必要条件，没有番茄炒蛋，糖醋排骨就不可能被选，但番茄炒蛋的入选并不强制糖醋排骨被选。
（5）番茄炒蛋无论如何不能被选，且该条件不可违反。
根据上述条件，最终餐厅的周末菜单是？",宫保鸡丁 麻婆豆腐 鱼香肉丝 酸辣土豆丝,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某餐厅计划从七道菜品：宫保鸡丁、鱼香肉丝、麻婆豆腐、糖醋排骨、番茄炒蛋、清蒸鲈鱼、酸辣土豆丝中选择 4 道作为周末特供，需满足以下条件：
（1）如果两者均未被选，则菜单无效，但若其中一道被选，则另一道可自由选择。
（2）除非宫保鸡丁和鱼香肉丝同时入选，否则麻婆豆腐必须被排除。
（3）若宫保鸡丁被选，则清蒸鲈鱼必须落选，但清蒸鲈鱼的落选并不必然要求宫保鸡丁被选。
（4）番茄炒蛋是糖醋排骨的必要条件，没有番茄炒蛋，糖醋排骨就不可能被选，但番茄炒蛋的入选并不强制糖醋排骨被选。
（5）番茄炒蛋无论如何不能被选，且该条件不可违反。
根据上述条件，最终餐厅的周末菜单是？
"
11,7150534,"某公司从 6 名候选人：A、B、C、D、E、F 中招聘 3 人，条件：
（1）A和D至少选一个。
（2）如果未选 E 或选了 F，则既不选 A 也不选 C。
（3）如果未选 D 或未选 C，则不选 B。
根据上述信息，以下哪项候选人必定入选？",E,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某公司从 6 名候选人：A、B、C、D、E、F 中招聘 3 人，条件：
（1）A和D至少选一个。
（2）如果未选 E 或选了 F，则既不选 A 也不选 C。
（3）如果未选 D 或未选 C，则不选 B。
根据上述信息，以下哪项候选人必定入选？
"
12,7150533,"某大学辩论队计划从 6 名候选人：小明、小红、小刚、小芳、小强、小慧中选拔 3 人参加校际比赛。选拔条件如下：
（1）选小明或选小芳，但二者不可同时被选。
（2）如果未选择小强或选择了小慧，则既不选择小明也不选择小刚。
（3）如果未选择小芳或未选择小刚，则不选择小红。
根据上述信息，以下哪项候选人必定入选？",小强,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某大学辩论队计划从 6 名候选人：小明、小红、小刚、小芳、小强、小慧中选拔 3 人参加校际比赛。选拔条件如下：
（1）选小明或选小芳，但二者不可同时被选。
（2）如果未选择小强或选择了小慧，则既不选择小明也不选择小刚。
（3）如果未选择小芳或未选择小刚，则不选择小红。
根据上述信息，以下哪项候选人必定入选？
"
13,7150504,"""某科技公司计划从七名候选人：产品经理、软件工程师、测试工程师、运维工程师、数据分析师、市场专员、行政专员中选择 4 人入职，需满足以下条件：
（1）软件工程师和数据分析师至少录取一人；
（2）录取软件工程师的前提是同时录取产品经理和测试工程师；
（3）若不录取产品经理，就录取运维工程师；
（4）只有先录取市场专员，才能录取数据分析师；
（5）由于编制限制，没办法录取市场专员。
根据上述条件，最终公司录取的候选人是？""",产品经理 软件工程师 测试工程师 行政专员,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
""某科技公司计划从七名候选人：产品经理、软件工程师、测试工程师、运维工程师、数据分析师、市场专员、行政专员中选择 4 人入职，需满足以下条件：
（1）软件工程师和数据分析师至少录取一人；
（2）录取软件工程师的前提是同时录取产品经理和测试工程师；
（3）若不录取产品经理，就录取运维工程师；
（4）只有先录取市场专员，才能录取数据分析师；
（5）由于编制限制，没办法录取市场专员。
根据上述条件，最终公司录取的候选人是？""
"
14,7150540,"某科技公司的四位工程师顾、林、叶、龚负责测试六个AI模块：语音识别、图像处理、自然语言、机器学习、数据挖掘、智能推荐。每人至少参与2个模块测试，每个模块恰有2人参与。测试需遵守以下规则：
没有工程师可以同时参与语音识别和智能推荐模块。​​
​​没有工程师可以同时参与图像处理和机器学习模块。​​
已知：
（1）顾不参与图像处理模块，林参与自然语言模块。
（2）​​若林参与自然语言模块，则当龚参与自然语言模块时，顾不参与数据挖掘模块且龚需参与语音识别模块。​​
（3）若顾、龚至少1人参与智能推荐模块，则龚参与自然语言模块且叶需参与机器学习模块。
（4）若叶、龚至少1人参与数据挖掘模块，则林不参与图像处理模块且参与智能推荐模块。
​​（5）若叶参与机器学习模块，则叶不参与数据挖掘模块。​​
问题：若龚参与智能推荐模块，哪些模块的测试人员仍无法确定？",数据挖掘,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某科技公司的四位工程师顾、林、叶、龚负责测试六个AI模块：语音识别、图像处理、自然语言、机器学习、数据挖掘、智能推荐。每人至少参与2个模块测试，每个模块恰有2人参与。测试需遵守以下规则：
没有工程师可以同时参与语音识别和智能推荐模块。​​
​​没有工程师可以同时参与图像处理和机器学习模块。​​
已知：
（1）顾不参与图像处理模块，林参与自然语言模块。
（2）​​若林参与自然语言模块，则当龚参与自然语言模块时，顾不参与数据挖掘模块且龚需参与语音识别模块。​​
（3）若顾、龚至少1人参与智能推荐模块，则龚参与自然语言模块且叶需参与机器学习模块。
（4）若叶、龚至少1人参与数据挖掘模块，则林不参与图像处理模块且参与智能推荐模块。
​​（5）若叶参与机器学习模块，则叶不参与数据挖掘模块。​​
问题：若龚参与智能推荐模块，哪些模块的测试人员仍无法确定？
"
15,7150542,"在一个古老的村落，有6个神秘的地标：龙潭、凤阁、虎丘、鹿苑、龟岛和麒麟谷。四位勇士甲、乙、丙、丁将前往这些地标探索，每人至少探索2个地标，每个地标恰有2人前往。探险必须遵守以下规则：​​
没有勇士可以同时探索龙潭和龟岛。​​
​​没有勇士可以同时探索凤阁和麒麟谷。​​
​​还已知以下条件：​​
（1）如果乙不去虎丘，则甲去凤阁。
（2）如果甲去龟岛或丁不去龙潭，则乙不去虎丘或丁不去虎丘。
（3）若丁不去虎丘或丙不去鹿苑，则甲和丁均不去麒麟谷。
（4）若丙、丁至少1人去龟岛，则乙不去凤阁且乙去麒麟谷。
（5）若甲去龙潭，则他不去麒麟谷。​
​​若丁去麒麟谷，那么以下所有地标的勇士都可以确定，除了？​​
​​A、龙潭
​​B、凤阁
​​C、虎丘
​​D、鹿苑
​​E、龟岛
​​F、麒麟谷",E,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
在一个古老的村落，有6个神秘的地标：龙潭、凤阁、虎丘、鹿苑、龟岛和麒麟谷。四位勇士甲、乙、丙、丁将前往这些地标探索，每人至少探索2个地标，每个地标恰有2人前往。探险必须遵守以下规则：​​
没有勇士可以同时探索龙潭和龟岛。​​
​​没有勇士可以同时探索凤阁和麒麟谷。​​
​​还已知以下条件：​​
（1）如果乙不去虎丘，则甲去凤阁。
（2）如果甲去龟岛或丁不去龙潭，则乙不去虎丘或丁不去虎丘。
（3）若丁不去虎丘或丙不去鹿苑，则甲和丁均不去麒麟谷。
（4）若丙、丁至少1人去龟岛，则乙不去凤阁且乙去麒麟谷。
（5）若甲去龙潭，则他不去麒麟谷。​
​​若丁去麒麟谷，那么以下所有地标的勇士都可以确定，除了？​​
​​A、龙潭
​​B、凤阁
​​C、虎丘
​​D、鹿苑
​​E、龟岛
​​F、麒麟谷
"
16,7150535,"学生从 6 门课：数学、物理、化学、生物、历史、地理中选 3 门，条件：
（1）选数学当且仅当不选生物。
（2）如果未选历史或选了地理，则既不选数学也不选化学。
（3）若选物理，则选生物和化学。
根据上述信息，以下哪门课程必定入选？",历史,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
学生从 6 门课：数学、物理、化学、生物、历史、地理中选 3 门，条件：
（1）选数学当且仅当不选生物。
（2）如果未选历史或选了地理，则既不选数学也不选化学。
（3）若选物理，则选生物和化学。
根据上述信息，以下哪门课程必定入选？
"
17,7150539,"某科考团队的四位研究员甲、乙、丙和丁计划前往杭州、南京、敦煌、西安、平遥和洛阳6个城市开展考察，每人至少考察2个城市，每个城市恰有2人前往。考察需遵守以下规则：
没有队员可以同时考察杭州和洛阳。​​
​​没有队员可以同时考察南京和西安。​​
还已知：
（1）甲不去南京，乙去敦煌。
（2）若乙去敦煌，则：当丁去敦煌时，甲不去平遥且丁去杭州。​​
（3）若甲、丁至少1人去洛阳，则丁去敦煌且丙去西安。
（4）若丙、丁至少1人去平遥，则乙不去南京且乙去洛阳。
（5）若丙去西安，则丙不去平遥。​​
若丁去洛阳，则可以推出？
A、甲不去杭州
B、甲去敦煌
C、甲去洛阳
D、甲去西安
E、乙去杭州
F、乙去南京
G、乙去西安
H、丙去杭州
I、丙不去南京
J、丙去敦煌
K、丙去洛阳
L、丁不去南京
M、丁去西安",D,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某科考团队的四位研究员甲、乙、丙和丁计划前往杭州、南京、敦煌、西安、平遥和洛阳6个城市开展考察，每人至少考察2个城市，每个城市恰有2人前往。考察需遵守以下规则：
没有队员可以同时考察杭州和洛阳。​​
​​没有队员可以同时考察南京和西安。​​
还已知：
（1）甲不去南京，乙去敦煌。
（2）若乙去敦煌，则：当丁去敦煌时，甲不去平遥且丁去杭州。​​
（3）若甲、丁至少1人去洛阳，则丁去敦煌且丙去西安。
（4）若丙、丁至少1人去平遥，则乙不去南京且乙去洛阳。
（5）若丙去西安，则丙不去平遥。​​
若丁去洛阳，则可以推出？
A、甲不去杭州
B、甲去敦煌
C、甲去洛阳
D、甲去西安
E、乙去杭州
F、乙去南京
G、乙去西安
H、丙去杭州
I、丙不去南京
J、丙去敦煌
K、丙去洛阳
L、丁不去南京
M、丁去西安
"
18,7150537,"玩家从 6 个角色：战士、法师、猎人、盗贼、牧师、骑士中选 3 个，需满足以下条件：
（1）战士入选仅当盗贼不入选，并且若战士未入选则盗贼必须入选；
（2）若骑士入选且牧师未入选，则战士和猎人必须同时不入选；
（3）法师不能入选，除非猎人入选且盗贼入选；
（4）战士入选必然导致骑士不能入选，并且战士未入选不强制骑士入选；
（5）若牧师入选，则战士入选的充要条件是骑士未入选；
（6）盗贼和骑士不能同时入选；
（7）法师的入选、盗贼的入选及猎人的入选三者间构成全或全非关系。                               
根据以上信息，哪个职业必定入选",牧师,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
玩家从 6 个角色：战士、法师、猎人、盗贼、牧师、骑士中选 3 个，需满足以下条件：
（1）战士入选仅当盗贼不入选，并且若战士未入选则盗贼必须入选；
（2）若骑士入选且牧师未入选，则战士和猎人必须同时不入选；
（3）法师不能入选，除非猎人入选且盗贼入选；
（4）战士入选必然导致骑士不能入选，并且战士未入选不强制骑士入选；
（5）若牧师入选，则战士入选的充要条件是骑士未入选；
（6）盗贼和骑士不能同时入选；
（7）法师的入选、盗贼的入选及猎人的入选三者间构成全或全非关系。                               
根据以上信息，哪个职业必定入选
"
19,7150536,"某旅行团从 6 个景点：长城、故宫、颐和园、天坛、鸟巢、水立方中选 3 个，需满足以下条件：
（1）长城入选是排除天坛入选的充分必要条件，且天坛落选是长城入选的必要且充分条件。
（2）如果鸟巢落选或水立方入选，则长城和颐和园均落选；反之，如果长城或颐和园任一入选，则鸟巢必须入选且水立方必须落选。
（3）如果天坛落选或颐和园落选，则故宫落选；反之，如果故宫入选，则天坛和颐和园均入选。
根据上述信息，哪个景点必定入选",鸟巢,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某旅行团从 6 个景点：长城、故宫、颐和园、天坛、鸟巢、水立方中选 3 个，需满足以下条件：
（1）长城入选是排除天坛入选的充分必要条件，且天坛落选是长城入选的必要且充分条件。
（2）如果鸟巢落选或水立方入选，则长城和颐和园均落选；反之，如果长城或颐和园任一入选，则鸟巢必须入选且水立方必须落选。
（3）如果天坛落选或颐和园落选，则故宫落选；反之，如果故宫入选，则天坛和颐和园均入选。
根据上述信息，哪个景点必定入选
"
20,7150532,"赵宁热衷模型收藏，他收藏的模型类型只有“机甲模型”“赛车模型”“战机模型”“舰船模型”“坦克模型”“科幻模型”，它们之间存在如下关系：
1、若为“科幻模型”或“机甲模型”，则必为“舰船模型”
2、若为“舰船模型”，则其不可能是“战机模型”或“赛车模型”或“坦克模型”
3、若为“舰船模型”或“赛车模型”，则必为“坦克模型”
4、若为“坦克模型”，则其必然源自“舰船模型”或“赛车模型”
5、若不为“科幻模型”，则其必定违反“机甲模型”与“舰船模型”的共存关系
6、若不为“舰船模型”，则其必定同时不为“科幻模型”且不为“机甲模型”
现已知：赵宁收藏的一个模型不是“坦克模型”，可以确定的是该模型属于以上哪种类型的藏品？",战机模型,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
赵宁热衷模型收藏，他收藏的模型类型只有“机甲模型”“赛车模型”“战机模型”“舰船模型”“坦克模型”“科幻模型”，它们之间存在如下关系：
1、若为“科幻模型”或“机甲模型”，则必为“舰船模型”
2、若为“舰船模型”，则其不可能是“战机模型”或“赛车模型”或“坦克模型”
3、若为“舰船模型”或“赛车模型”，则必为“坦克模型”
4、若为“坦克模型”，则其必然源自“舰船模型”或“赛车模型”
5、若不为“科幻模型”，则其必定违反“机甲模型”与“舰船模型”的共存关系
6、若不为“舰船模型”，则其必定同时不为“科幻模型”且不为“机甲模型”
现已知：赵宁收藏的一个模型不是“坦克模型”，可以确定的是该模型属于以上哪种类型的藏品？
"
21,7150509,"在校园歌手大赛中，有五位参赛选手：小张、小王、小赵、小钱、小孙。比赛有三位评委：李老师、周老师、吴老师。每位参赛选手只能选择一位评委作为自己的指导老师，每位评委指导的选手人数为1至2人。已知以下条件：
选择周老师的选手数量比选择李老师的多1人。
如果小赵和小钱中至少有1人选择李老师，则小王会选择吴老师。
如果小张、小赵、小钱中至少有1人选择周老师，则只有小孙选择吴老师。
根据以上信息，可以推出下面哪一项？
A、只有一个同学选择了孙老师
B、如果小赵选择周老师，则小张没选择李老师
C、若小王选择了吴老师，则小孙没有选择吴老师
D、小张和小华选择了同一个老师
E、小王和小孙没有选择同一个老师",B,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
在校园歌手大赛中，有五位参赛选手：小张、小王、小赵、小钱、小孙。比赛有三位评委：李老师、周老师、吴老师。每位参赛选手只能选择一位评委作为自己的指导老师，每位评委指导的选手人数为1至2人。已知以下条件：
选择周老师的选手数量比选择李老师的多1人。
如果小赵和小钱中至少有1人选择李老师，则小王会选择吴老师。
如果小张、小赵、小钱中至少有1人选择周老师，则只有小孙选择吴老师。
根据以上信息，可以推出下面哪一项？
A、只有一个同学选择了孙老师
B、如果小赵选择周老师，则小张没选择李老师
C、若小王选择了吴老师，则小孙没有选择吴老师
D、小张和小华选择了同一个老师
E、小王和小孙没有选择同一个老师
"
22,7150541,"在一个古老的村落，有6个社区：朝阳、明月、星辰、云河、清风、晚霞。4名工作人员A、B、C、D将前往社区协助活动，每人至少去2个社区，每个社区恰有2人前往。活动需遵守以下规则：
朝阳社区和清风社区不能由同一工作人员探索
明月社区和云河社区不能由同一工作人员探索
（1）A不去明月社区，B去星辰社区
（2）当B去星辰社区时，若D也去星辰社区，则A不去清风社区且D必须去朝阳社区
（3）若A或D中至少一人去晚霞社区，则D必须去星辰社区且C必须去云河社区
（4）若C或D中至少一人去清风社区，则B不去明月社区且B必须去晚霞社区
（5）若C去云河社区，则C不能去清风社区
（6）若D去朝阳社区，则A必须去晚霞社区​​
（7）若B去晚霞社区，则D不能去明月社区                                     
若D去晚霞社区，那么以下所有社区的工作人员都可以确定，除了？
A、朝霞社区
B、明月社区
C、星辰社区
D、云河社区
E、清风社区
F、晚霞社区",E,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
在一个古老的村落，有6个社区：朝阳、明月、星辰、云河、清风、晚霞。4名工作人员A、B、C、D将前往社区协助活动，每人至少去2个社区，每个社区恰有2人前往。活动需遵守以下规则：
朝阳社区和清风社区不能由同一工作人员探索
明月社区和云河社区不能由同一工作人员探索
（1）A不去明月社区，B去星辰社区
（2）当B去星辰社区时，若D也去星辰社区，则A不去清风社区且D必须去朝阳社区
（3）若A或D中至少一人去晚霞社区，则D必须去星辰社区且C必须去云河社区
（4）若C或D中至少一人去清风社区，则B不去明月社区且B必须去晚霞社区
（5）若C去云河社区，则C不能去清风社区
（6）若D去朝阳社区，则A必须去晚霞社区​​
（7）若B去晚霞社区，则D不能去明月社区                                     
若D去晚霞社区，那么以下所有社区的工作人员都可以确定，除了？
A、朝霞社区
B、明月社区
C、星辰社区
D、云河社区
E、清风社区
F、晚霞社区
"
23,7150508,"""在校园手工社的活动中，有五名成员：小李、小明、小华、小强、小张。手工社有三种材料供成员选择：木料、布料、塑料。每个成员只能选择一种材料，每种材料必须被1至2名成员选择，并且已知以下条件：
选择布料的成员比选择木料的成员多1人。
如果小华或小张中至少有1人选择木料，则小明选择塑料。
如果小李、小华、小张中至少有1人选择布料，则只有小强选择塑料。
根据以上信息，可以推出？
A、如果小李选择木料，则小华选择了塑料
B、如果小李选择了塑料，则小张选择了布料
C、如果小明选择了其中一种，那么小强没有选择该种材料
D、小李和小华选择了相同的材料
E、小华选择的材料是塑料，并且小明选择的材料等同于小华选择的材料",B,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
""在校园手工社的活动中，有五名成员：小李、小明、小华、小强、小张。手工社有三种材料供成员选择：木料、布料、塑料。每个成员只能选择一种材料，每种材料必须被1至2名成员选择，并且已知以下条件：
选择布料的成员比选择木料的成员多1人。
如果小华或小张中至少有1人选择木料，则小明选择塑料。
如果小李、小华、小张中至少有1人选择布料，则只有小强选择塑料。
根据以上信息，可以推出？
A、如果小李选择木料，则小华选择了塑料
B、如果小李选择了塑料，则小张选择了布料
C、如果小明选择了其中一种，那么小强没有选择该种材料
D、小李和小华选择了相同的材料
E、小华选择的材料是塑料，并且小明选择的材料等同于小华选择的材料
"
