"mid","subid","standard_question","standard_answer"
"72","0","在杨氏双缝干涉装置中，双缝间距 \( d = {0.5}\mathrm{\;{mm}} \)，缝与接收屏的距离 \( D = {25}\mathrm{\;{cm}} \)。若分别以波长为 \( {400}\mathrm{\;{nm}} \) 和 \( {600}\mathrm{\;{nm}} \) 的单色光入射，求两种波长产生的干涉条纹首次重合点距离屏幕中心的距离是多少？ (结果以$ \mathrm{\;{mm}}  $为单位，保留1位有效数字)"," 0.6"
"72","1","在杨氏双缝干涉装置中，双缝间距 \( d = {0.7}\mathrm{\;{mm}} \)，缝与接收屏的距离 \( D = {25}\mathrm{\;{cm}} \)。若分别以波长为 \( {400}\mathrm{\;{nm}} \) 和 \( {600}\mathrm{\;{nm}} \) 的单色光入射，求两种波长产生的干涉条纹首次重合点距离屏幕中心的距离是多少？ (结果以$ \mathrm{\;{mm}}  $为单位，保留2位有效数字)"," 0.43"
"72","2","在杨氏双缝干涉装置中，双缝间距 \( d = {0.5}\mathrm{\;{mm}} \)，缝与接收屏的距离 \( D = {30}\mathrm{\;{cm}} \)。若分别以波长为 \( {400}\mathrm{\;{nm}} \) 和 \( {600}\mathrm{\;{nm}} \) 的单色光入射，求两种波长产生的干涉条纹首次重合点距离屏幕中心的距离是多少？ (结果以$ \mathrm{\;{mm}}  $为单位，保留2位有效数字)"," 0.72"
"72","3","在杨氏双缝干涉装置中，双缝间距 \( d = {0.5}\mathrm{\;{mm}} \)，缝与接收屏的距离 \( D = {25}\mathrm{\;{cm}} \)。若分别以波长为 \( {300}\mathrm{\;{nm}} \) 和 \( {450}\mathrm{\;{nm}} \) 的单色光入射，求两种波长产生的干涉条纹首次重合点距离屏幕中心的距离是多少？ (结果以$ \mathrm{\;{mm}}  $为单位，保留2位有效数字)"," 0.45"
"28","0","已知一种元素是 \( {}_{80}^{232}\mathrm{{Th}} \) ，它会发生衰变最终变成 \( {}_{82}^{208}\mathrm{\;{Pb}} \) ，那么在此衰变过程中，一共需要经历多少次 \( \alpha \) 衰变呢？ (结果保留1位有效数字)","6"
"28","1","已知一种元素是 \( {}_{80}^{230}\mathrm{{Th}} \) ，它会发生衰变最终变成 \( {}_{82}^{206}\mathrm{\;{Pb}} \) ，那么在此衰变过程中，一共需要经历多少次 \( \alpha \) 衰变呢？ (结果保留1位有效数字)","6"
"28","2","已知一种元素是 \( {}_{80}^{232}\mathrm{{Th}} \) ，它会发生衰变最终变成 \( {}_{82}^{200}\mathrm{\;{Pb}} \) ，那么在此衰变过程中，一共需要经历多少次 \( \alpha \) 衰变呢？ (结果保留1位有效数字)","8"
"28","3","已知一种元素是 \( {}_{80}^{240}\mathrm{{Th}} \) ，它会发生衰变最终变成 \( {}_{82}^{208}\mathrm{\;{Pb}} \) ，那么在此衰变过程中，一共需要经历多少次 \( \alpha \) 衰变呢？ (结果保留1位有效数字)","8"
"11","0","试求在 300 K 的温度条件下，1 摩尔氢气（视为理想气体）的内能值（氦、氧等气体同样按理想气体处理）。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","6.23 \times 10^{3}"
"11","1","试求在 3000K 的温度条件下，1 摩尔氢气（视为理想气体）的内能值（氦、氧等气体同样按理想气体处理）。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留3位有效数字)","6.23 \times 10^{4}"
"11","2","试求在 600 K 的温度条件下，1 摩尔氢气（视为理想气体）的内能值（氦、氧等气体同样按理想气体处理）。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留4位有效数字)","1.246 \times 10^{4}"
"11","3","试求在 900 K 的温度条件下，1 摩尔氢气（视为理想气体）的内能值（氦、氧等气体同样按理想气体处理）。 (结果使用科学计数法，以$ \mathrm{\;J}  $为单位，保留4位有效数字)","1.869 \times 10^{4}"
"85","0","有一个负载，它是由电感和电阻串联而成的，将其接入到频率为50赫、电压有效值为220伏的交流电路当中。经过测量发现，在这个电路里，电流的有效值是10安，并且该负载所获取的有功功率为1.76千瓦。现在需要求出电流相较于电压滞后的位相角是多少。 (结果以$ { \circ $为单位，保留2位有效数字)"," 37"
"85","1","有一个负载，它是由电感和电阻串联而成的，将其接入到频率为50赫、电压有效值为240伏的交流电路当中。经过测量发现，在这个电路里，电流的有效值是10安，并且该负载所获取的有功功率为1.76千瓦。现在需要求出电流相较于电压滞后的位相角是多少。 (结果以$ { \circ $为单位，保留3位有效数字)"," 43.6"
"85","2","有一个负载，它是由电感和电阻串联而成的，将其接入到频率为50赫、电压有效值为260伏的交流电路当中。经过测量发现，在这个电路里，电流的有效值是10安，并且该负载所获取的有功功率为1.76千瓦。现在需要求出电流相较于电压滞后的位相角是多少。 (结果以$ { \circ $为单位，保留4位有效数字)"," 46.37"
"85","3","有一个负载，它是由电感和电阻串联而成的，将其接入到频率为50赫、电压有效值为280伏的交流电路当中。经过测量发现，在这个电路里，电流的有效值是10安，并且该负载所获取的有功功率为1.76千瓦。现在需要求出电流相较于电压滞后的位相角是多少。 (结果以$ { \circ $为单位，保留4位有效数字)"," 50.19"
"64","0","一个内层导体球，半径为 \( R_{1} = 1.0  \text{cm} \)，带有电荷 \( q_{1} = 1.0 \times  10^{-10}  \text{C} \)。其外部有一个同心的导体球壳，该球壳的内半径为 \( R_{2} = 3.0  \text{cm} \)，外半径为 \( R_{3} = 4.0  \text{cm} \)，且球壳上总电荷为 \( Q = 11 \times  10^{-10}  \text{C} \)。若将外球壳接地，求内球的电位 \( V_{2} \) 为多少？ (结果保留1位有效数字)"," 0"
"64","1","一个内层导体球，半径为 \( R_{1} = 1.0  \text{cm} \)，带有电荷 \( q_{1} = 2.0 \times  10^{-10}  \text{C} \)。其外部有一个同心的导体球壳，该球壳的内半径为 \( R_{2} = 3.0  \text{cm} \)，外半径为 \( R_{3} = 4.0  \text{cm} \)，且球壳上总电荷为 \( Q = 11 \times  10^{-10}  \text{C} \)。若将外球壳接地，求内球的电位 \( V_{2} \) 为多少？ (结果使用科学计数法，以$ \mathrm{\;V} $为单位，保留2位有效数字)","1.2 \times 10^{2}"
"64","2","一个内层导体球，半径为 \( R_{1} = 1.0  \text{cm} \)，带有电荷 \( q_{1} = 1.0 \times  10^{-10}  \text{C} \)。其外部有一个同心的导体球壳，该球壳的内半径为 \( R_{2} = 3.0  \text{cm} \)，外半径为 \( R_{3} = 5.0  \text{cm} \)，且球壳上总电荷为 \( Q = 11 \times  10^{-10}  \text{C} \)。若将外球壳接地，求内球的电位 \( V_{2} \) 为多少？ (结果使用科学计数法，以$ \mathrm{\;V} $为单位，保留1位有效数字)","0.6 \times 10^{2}"
"64","3","一个内层导体球，半径为 \( R_{1} = 3.0  \text{cm} \)，带有电荷 \( q_{1} = 1.0 \times  10^{-10}  \text{C} \)。其外部有一个同心的导体球壳，该球壳的内半径为 \( R_{2} = 3.0  \text{cm} \)，外半径为 \( R_{3} = 6.0  \text{cm} \)，且球壳上总电荷为 \( Q = 11 \times  10^{-10}  \text{C} \)。若将外球壳接地，求内球的电位 \( V_{2} \) 为多少？ (结果使用科学计数法，以$ \mathrm{\;V} $为单位，保留2位有效数字)","0.12 \times 10^{2}"
"35","0","在上海正负电子对撞机的储存环中，电子在周长为 \( 240  \mathrm{m} \) 的轨道上作圆周运动。已知电子的动量是 \( 1.49 \times 10^{-18}  \mathrm{kg \cdot m/s} \)。求偏转磁场的磁感应强度。 (结果以$ \mathrm{\;T} $为单位，保留3位有效数字)","0.244"
"35","1","在上海正负电子对撞机的储存环中，电子在周长为 \( 230  \mathrm{m} \) 的轨道上作圆周运动。已知电子的动量是 \( 1.49 \times 10^{-18}  \mathrm{kg \cdot m/s} \)。求偏转磁场的磁感应强度。 (结果以$ \mathrm{\;T} $为单位，保留3位有效数字)","0.254"
"35","2","在上海正负电子对撞机的储存环中，电子在周长为 \( 240  \mathrm{m} \) 的轨道上作圆周运动。已知电子的动量是 \( 1.5 \times 10^{-18}  \mathrm{kg \cdot m/s} \)。求偏转磁场的磁感应强度。 (结果以$ \mathrm{\;T} $为单位，保留3位有效数字)","0.245"
"35","3","在上海正负电子对撞机的储存环中，电子在周长为 \( 260  \mathrm{m} \) 的轨道上作圆周运动。已知电子的动量是 \( 1.49 \times 10^{-18}  \mathrm{kg \cdot m/s} \)。求偏转磁场的磁感应强度。 (结果以$ \mathrm{\;T} $为单位，保留3位有效数字)","0.225"
"12","0","一个飞轮的直径为 \( {18}\mathrm{\;{cm}} \)，其边缘处固定有一个小铆钉。若该飞轮的旋转速率在 \( 5\mathrm{\;{min}} \) 内由 \( {2000}\mathrm{r}/\mathrm{{min}} \) 匀速地增至 \( {4000}\mathrm{r}/\mathrm{{min}} \)，试求铆钉的切向加速度的大小。 (结果使用科学计数法，以$ \mathrm{\;m}/{\mathrm{s}}^{2} $为单位，保留4位有效数字)","1.579 \times 10^{4}"
"12","1","一个飞轮的直径为 \( {20}\mathrm{\;{cm}} \)，其边缘处固定有一个小铆钉。若该飞轮的旋转速率在 \( 5\mathrm{\;{min}} \) 内由 \( {2000}\mathrm{r}/\mathrm{{min}} \) 匀速地增至 \( {4000}\mathrm{r}/\mathrm{{min}} \)，试求铆钉的切向加速度的大小。 (结果使用科学计数法，以$ \mathrm{\;m}/{\mathrm{s}}^{2} $为单位，保留3位有效数字)","6.98 \times 10^{-2}"
"12","2","一个飞轮的直径为 \( {22}\mathrm{\;{cm}} \)，其边缘处固定有一个小铆钉。若该飞轮的旋转速率在 \( 5\mathrm{\;{min}} \) 内由 \( {2000}\mathrm{r}/\mathrm{{min}} \) 匀速地增至 \( {4000}\mathrm{r}/\mathrm{{min}} \)，试求铆钉的切向加速度的大小。 (结果使用科学计数法，以$ \mathrm{\;m}/{\mathrm{s}}^{2} $为单位，保留3位有效数字)","7.68 \times 10^{-2}"
"12","3","一个飞轮的直径为 \( {24}\mathrm{\;{cm}} \)，其边缘处固定有一个小铆钉。若该飞轮的旋转速率在 \( 5\mathrm{\;{min}} \) 内由 \( {2000}\mathrm{r}/\mathrm{{min}} \) 匀速地增至 \( {4000}\mathrm{r}/\mathrm{{min}} \)，试求铆钉的切向加速度的大小。 (结果使用科学计数法，以$ \mathrm{\;m}/{\mathrm{s}}^{2} $为单位，保留3位有效数字)","8.38 \times 10^{-2}"
"38","0","一可逆卡诺热机初始在高温热源温度为127°C、低温热源温度为27°C下运行，每次循环输出净功8000J。现保持低温热源温度27°C不变，提升高温热源温度，使得每次循环输出净功达到10000J。已知两个循环均基于相同的两条绝热线进行操作。求高温热源温度提升后，该热机的效率。 (结果以$ {\prime $为单位，保留3位有效数字)"," 29.4"
"38","1","一可逆卡诺热机初始在高温热源温度为127°C、低温热源温度为27°C下运行，每次循环输出净功8000J。现保持低温热源温度27°C不变，提升高温热源温度，使得每次循环输出净功达到20000J。已知两个循环均基于相同的两条绝热线进行操作。求高温热源温度提升后，该热机的效率。 (结果以$ {\prime $为单位，保留4位有效数字)"," 45.45"
"38","2","一可逆卡诺热机初始在高温热源温度为127°C、低温热源温度为27°C下运行，每次循环输出净功8000J。现保持低温热源温度27°C不变，提升高温热源温度，使得每次循环输出净功达到30000J。已知两个循环均基于相同的两条绝热线进行操作。求高温热源温度提升后，该热机的效率。 (结果以$ {\prime $为单位，保留4位有效数字)"," 55.56"
"38","3","一可逆卡诺热机初始在高温热源温度为127°C、低温热源温度为27°C下运行，每次循环输出净功10000J。现保持低温热源温度27°C不变，提升高温热源温度，使得每次循环输出净功达到30000J。已知两个循环均基于相同的两条绝热线进行操作。求高温热源温度提升后，该热机的效率 (结果以$ {\prime $为单位，保留2位有效数字)"," 50"
"74","0","一绝热容器被一活塞分隔成两部分，其中分别充有 1mol 的氩气(Ar)和氧气(\(O_2\))，设初始时 Ar 的压强为 \( 2\mathrm{atm} \) ，温度为 \( 400\mathrm{K} \)，\(O_2\)的压强为 \( 1\mathrm{atm} \)，温度为 \( 300\mathrm{K} \) 。由于两侧压力不等，活塞将在容器内滑动。假定活塞是导热的，摩擦可以忽略不计， Ar 和\(O_2\)均可视为刚性分子理想气体，求最终达到平衡时 Ar 的温度。 (结果以$ \mathrm{\;K}  $为单位，保留4位有效数字)"," 337.5"
"74","1","一绝热容器被一活塞分隔成两部分，其中分别充有 1mol 的氩气(Ar)和氧气(\(O_2\))，设初始时 Ar 的压强为 \( 1\mathrm{atm} \) ，温度为 \( 400\mathrm{K} \)，\(O_2\)的压强为 \( 1\mathrm{atm} \)，温度为 \( 300\mathrm{K} \) 。由于两侧压力不等，活塞将在容器内滑动。假定活塞是导热的，摩擦可以忽略不计， Ar 和\(O_2\)均可视为刚性分子理想气体，求最终达到平衡时 Ar 的温度。 (结果以$ \mathrm{\;K}  $为单位，保留4位有效数字)"," 262.5"
"74","2","一绝热容器被一活塞分隔成两部分，其中分别充有 1mol 的氩气(Ar)和氧气(\(O_2\))，设初始时 Ar 的压强为 \( 1\mathrm{atm} \) ，温度为 \( 400\mathrm{K} \)，\(O_2\)的压强为 \( 1\mathrm{atm} \)，温度为 \( 600\mathrm{K} \) 。由于两侧压力不等，活塞将在容器内滑动。假定活塞是导热的，摩擦可以忽略不计， Ar 和\(O_2\)均可视为刚性分子理想气体，求最终达到平衡时 Ar 的温度。 (结果以$ \mathrm{\;K}  $为单位，保留3位有效数字)"," 525"
"74","3","一绝热容器被一活塞分隔成两部分，其中分别充有 1mol 的氩气(Ar)和氧气(\(O_2\))，设初始时 Ar 的压强为 \( 1\mathrm{atm} \) ，温度为 \( 800\mathrm{K} \)，\(O_2\)的压强为 \( 1\mathrm{atm} \)，温度为 \( 600\mathrm{K} \) 。由于两侧压力不等，活塞将在容器内滑动。假定活塞是导热的，摩擦可以忽略不计， Ar 和\(O_2\)均可视为刚性分子理想气体，求最终达到平衡时 Ar 的温度。 (结果以$ \mathrm{\;K}  $为单位，保留3位有效数字)"," 675"
"18","0","在牛顿环实验中，使用波长 \( \lambda = 500 \, \text{nm} \) 的单色光垂直入射。测得第 \( m \) 级暗环的半径为 \( r_m = 4 \, \text{mm} \)，第 \( (m + 10) \) 级暗环的半径为 \( r_{m + 10} = 6 \, \text{mm} \)。求透镜的曲率半径。 (结果以$ \mathrm{\;m} $为单位，保留1位有效数字)"," 4"
"18","1","在牛顿环实验中，使用波长 \( \lambda = 500 \, \text{nm} \) 的单色光垂直入射。测得第 \( m \) 级暗环的半径为 \( r_m = 4 \, \text{mm} \)，第 \( (m + 10) \) 级暗环的半径为 \( r_{m + 10} = 8 \, \text{mm} \)。求透镜的曲率半径。 (结果以$ \mathrm{\;m} $为单位，保留2位有效数字)"," 9.6"
"18","2","在牛顿环实验中，使用波长 \( \lambda = 500 \, \text{nm} \) 的单色光垂直入射。测得第 \( m \) 级暗环的半径为 \( r_m = 5 \, \text{mm} \)，第 \( (m + 10) \) 级暗环的半径为 \( r_{m + 10} =8 \, \text{mm} \)。求透镜的曲率半径。 (结果以$ \mathrm{\;m} $为单位，保留2位有效数字)","7.8"
"18","3","在牛顿环实验中，使用波长 \( \lambda = 400 \, \text{nm} \) 的单色光垂直入射。测得第 \( m \) 级暗环的半径为 \( r_m = 4 \, \text{mm} \)，第 \( (m + 10) \) 级暗环的半径为 \( r_{m + 10} = 6 \, \text{mm} \)。求透镜的曲率半径。 (结果以$ \mathrm{\;m} $为单位，保留1位有效数字)"," 5"
"86","0","当 \( {}_{80}^{232}\mathrm{{Th}} \) 衰变为 \( {}_{82}^{208}\mathrm{\;{Pb}} \)时， 此过程要经历多少次 \( {\beta }^{ - } \) 衰变？ (结果保留1位有效数字)","4 "
"86","1","当 \( {}_{80}^{240}\mathrm{{Th}} \) 衰变为 \( {}_{82}^{208}\mathrm{\;{Pb}} \)时， 此过程要经历多少次 \( {\beta }^{ - } \) 衰变？ (结果保留1位有效数字)","6"
"86","2","当 \( {}_{80}^{224}\mathrm{{Th}} \) 衰变为 \( {}_{82}^{208}\mathrm{\;{Pb}} \)时， 此过程要经历多少次 \( {\beta }^{ - } \) 衰变？ (结果保留1位有效数字)","2"
"86","3","当 \( {}_{80}^{256}\mathrm{{Th}} \) 衰变为 \( {}_{82}^{208}\mathrm{\;{Pb}} \)时， 此过程要经历多少次 \( {\beta }^{ - } \) 衰变？ (结果保留2位有效数字)","10"
"8","0","两个物体 A 和 B 初始静止且相隔 \( 1.0 \, \mathrm{m} \)。物体 A 的质量为 \( 0.1 \, \mathrm{kg} \)，物体 B 的质量为 \( 0.3 \, \mathrm{kg} \)。它们之间作用着大小为 \( 1.0 \times 10^{-2} \, \mathrm{N} \) 的恒定吸引力。求在距离物体 A 的初始位置多远处，两物体会发生碰撞？ (结果以$ \mathrm{\;m} $为单位，保留2位有效数字)","0.75"
"8","1","两个物体 A 和 B 初始静止且相隔 \( 2.0 \, \mathrm{m} \)。物体 A 的质量为 \( 0.2 \, \mathrm{kg} \)，物体 B 的质量为 \( 0.4 \, \mathrm{kg} \)。它们之间作用着大小为 \( 1.0 \times 10^{-2} \, \mathrm{N} \) 的恒定吸引力。求在距离物体 A 的初始位置多远处，两物体会发生碰撞？ (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)","1.33"
"8","2","两个物体 A 和 B 初始静止且相隔 \( 3.0 \, \mathrm{m} \)。物体 A 的质量为 \( 0.2 \, \mathrm{kg} \)，物体 B 的质量为 \( 0.4 \, \mathrm{kg} \)。它们之间作用着大小为 \( 1.0 \times 10^{-2} \, \mathrm{N} \) 的恒定吸引力。求在距离物体 A 的初始位置多远处，两物体会发生碰撞？ (结果以$ \mathrm{\;m} $为单位，保留2位有效数字)","2.0"
"8","3","两个物体 A 和 B 初始静止且相隔 \( 3.0 \, \mathrm{m} \)。物体 A 的质量为 \( 0.2 \, \mathrm{kg} \)，物体 B 的质量为 \( 0.6 \, \mathrm{kg} \)。它们之间作用着大小为 \( 1.0 \times 10^{-2} \, \mathrm{N} \) 的恒定吸引力。求在距离物体 A 的初始位置多远处，两物体会发生碰撞？ (结果以$ \mathrm{\;m} $为单位，保留3位有效数字)","2.25"
"40","0","在早期氢原子理论的经典描述中，电子在原子核的库仑吸引力作用下沿圆形轨道匀速运动。然而，依据麦克斯韦电磁理论，加速运动的电荷会辐射能量，辐射功率由拉莫尔公式表达：\( P = \frac{{e}^{2}{a}^{2}}{{6\pi }{c}^{3}{\varepsilon }_{0}} \)，此处 \( a \) 代表电子加速度，\( c \) 是真空光速，\( {\varepsilon }_{0} = {8.854} \times  {10}^{-{12}}\mathrm{\;F} \cdot  {\mathrm{m}}^{-1} \)，电子电荷量大小 \( e = {1.602} \times  {10}^{-{19}}\mathrm{C} \)。忽略相对论修正，计算经典框架下氢原子的存在时间 \( \tau \)（实验给出氢原子基态结合能 \( {E}_{\mathrm{H}} = {13.6}\mathrm{{eV}} \)，电子质量 \( {m}_{e} = {9.109} \times  {10}^{-{31}}\mathrm{\;{kg}} \)）。 (结果使用科学计数法，以$ \mathrm{\;s}  $为单位，保留3位有效数字)","1.56 \times 10^{-11}"
"40","1","在早期氢原子理论的经典描述中，电子在原子核的库仑吸引力作用下沿圆形轨道匀速运动。然而，依据麦克斯韦电磁理论，加速运动的电荷会辐射能量，辐射功率由拉莫尔公式表达：\( P = \frac{{e}^{2}{a}^{2}}{{6\pi }{c}^{3}{\varepsilon }_{0}} \)，此处 \( a \) 代表电子加速度，\( c \) 是真空光速，\( {\varepsilon }_{0} = {8.854} \times  {10}^{-{12}}\mathrm{\;F} \cdot  {\mathrm{m}}^{-1} \)，电子电荷量大小 \( e = {1.602} \times  {10}^{-{19}}\mathrm{C} \)。忽略相对论修正，计算经典框架下氢原子的存在时间 \( \tau \)（实验给出氢原子基态结合能 \( {E}_{\mathrm{H}} = {13.6}\mathrm{{eV}} \)，电子质量 \( {m}_{e} = {9.109} \times  {10}^{-{30}}\mathrm{\;{kg}} \)）。 (结果使用科学计数法，以$ \mathrm{\;s}  $为单位，保留3位有效数字)","1.56 \times 10^{-10}"
"40","2","在早期氢原子理论的经典描述中，电子在原子核的库仑吸引力作用下沿圆形轨道匀速运动。然而，依据麦克斯韦电磁理论，加速运动的电荷会辐射能量，辐射功率由拉莫尔公式表达：\( P = \frac{{e}^{2}{a}^{2}}{{6\pi }{c}^{3}{\varepsilon }_{0}} \)，此处 \( a \) 代表电子加速度，\( c \) 是真空光速，\( {\varepsilon }_{0} = {8.854} \times  {10}^{-{12}}\mathrm{\;F} \cdot  {\mathrm{m}}^{-1} \)，电子电荷量大小 \( e = {1.602} \times  {10}^{-{19}}\mathrm{C} \)。忽略相对论修正，计算经典框架下氢原子的存在时间 \( \tau \)（实验给出氢原子基态结合能 \( {E}_{\mathrm{H}} = {13.6}\mathrm{{eV}} \)，电子质量 \( {m}_{e} = {9.109} \times  {10}^{-{21}}\mathrm{\;{kg}} \)）。 (结果使用科学计数法，以$ \mathrm{\;s}  $为单位，保留3位有效数字)","1.56 \times 10^{-1}"
"40","3","在早期氢原子理论的经典描述中，电子在原子核的库仑吸引力作用下沿圆形轨道匀速运动。然而，依据麦克斯韦电磁理论，加速运动的电荷会辐射能量，辐射功率由拉莫尔公式表达：\( P = \frac{{e}^{2}{a}^{2}}{{6\pi }{c}^{3}{\varepsilon }_{0}} \)，此处 \( a \) 代表电子加速度，\( c \) 是真空光速，\( {\varepsilon }_{0} = {8.854} \times  {10}^{-{12}}\mathrm{\;F} \cdot  {\mathrm{m}}^{-1} \)，电子电荷量大小 \( e = {1.602} \times  {10}^{-{19}}\mathrm{C} \)。忽略相对论修正，计算经典框架下氢原子的存在时间 \( \tau \)（实验给出氢原子基态结合能 \( {E}_{\mathrm{H}} = {13.6}\mathrm{{eV}} \)，电子质量 \( {m}_{e} = {9.109} \times  {10}^{-{25}}\mathrm{\;{kg}} \)）。 (结果使用科学计数法，以$ \mathrm{\;s}  $为单位，保留3位有效数字)","1.56 \times 10^{-5}"
"88","0","当一艘船以 24 千米/小时的速度向正东方向航行时，船上的人观察到烟囱排出的烟飘向正西北方向。过一会儿，船以 15 千米/小时的速度向正北方向航行，船上的人则观察到烟飘向正东方向。设在这两次航行中风速不变，求风速。 (结果保留3位有效数字)"," 17.5"
"88","1","当一艘船以30 千米/小时的速度向正东方向航行时，船上的人观察到烟囱排出的烟飘向正西北方向。过一会儿，船以 15 千米/小时的速度向正北方向航行，船上的人则观察到烟飘向正东方向。设在这两次航行中风速不变，求风速。 (结果保留4位有效数字)","21.21"
"88","2","当一艘船以 20 千米/小时的速度向正东方向航行时，船上的人观察到烟囱排出的烟飘向正西北方向。过一会儿，船以 15 千米/小时的速度向正北方向航行，船上的人则观察到烟飘向正东方向。设在这两次航行中风速不变，求风速。 (结果保留4位有效数字)","15.81"
"88","3","当一艘船以 28 千米/小时的速度向正东方向航行时，船上的人观察到烟囱排出的烟飘向正西北方向。过一会儿，船以 15 千米/小时的速度向正北方向航行，船上的人则观察到烟飘向正东方向。设在这两次航行中风速不变，求风速。 (结果保留4位有效数字)","19.85 "
"94","0","设法布里-珀罗干涉仪腔长为 \( 5\mathrm{\;cm} \)，使用波长为 \( 0.6\mu\mathrm{m} \) 的扩展光源进行实验。若将此干涉仪用于白光滤波，透射最强的光谱线有多少条？ (结果使用科学计数法，保留2位有效数字)","1.2 \times 10^{5}"
"94","1","设法布里-珀罗干涉仪腔长为 \( 6\mathrm{\;cm} \)，使用波长为 \( 0.6\mu\mathrm{m} \) 的扩展光源进行实验。若将此干涉仪用于白光滤波，透射最强的光谱线有多少条？ (结果使用科学计数法，保留2位有效数字)","1.4 \times 10^{5}"
"94","2","设法布里-珀罗干涉仪腔长为 \( 8\mathrm{\;cm} \)，使用波长为 \( 0.6\mu\mathrm{m} \) 的扩展光源进行实验。若将此干涉仪用于白光滤波，透射最强的光谱线有多少条？ (结果使用科学计数法，保留3位有效数字)","1.87 \times 10^{5}"
"94","3","设法布里-珀罗干涉仪腔长为 \( 9\mathrm{\;cm} \)，使用波长为 \( 0.6\mu\mathrm{m} \) 的扩展光源进行实验。若将此干涉仪用于白光滤波，透射最强的光谱线有多少条？ (结果使用科学计数法，保留2位有效数字)","2.1 \times 10^{5}"
"52","0","有两个无限长同轴圆柱导体，半径分别为 \( R_{1} = 3.0 \times 10^{-2}  \mathrm{m} \) 和 \( R_{2} = 0.10  \mathrm{m} \)，分别携带等量但符号相反的电荷。若两导体之间的电势差为 \( 450  \mathrm{V} \)，求：沿轴线方向每单位长度的电荷量大小。 (结果使用科学计数法，以$ \mathrm{C} \cdot  {\mathrm{m}}^{-1} $为单位，保留2位有效数字)","2.1 \times 10^{-8}"
"52","1","有两个无限长同轴圆柱导体，半径分别为 \( R_{1} = 3.0 \times 10^{-2}  \mathrm{m} \) 和 \( R_{2} = 0.10  \mathrm{m} \)，分别携带等量但符号相反的电荷。若两导体之间的电势差为 \( 400  \mathrm{V} \)，求：沿轴线方向每单位长度的电荷量大小。 (结果使用科学计数法，以$ \mathrm{C} \cdot  {\mathrm{m}}^{-1} $为单位，保留2位有效数字)","1.8 \times 10^{-8}"
"52","2","有两个无限长同轴圆柱导体，半径分别为 \( R_{1} = 3.0 \times 10^{-2}  \mathrm{m} \) 和 \( R_{2} = 0.10  \mathrm{m} \)，分别携带等量但符号相反的电荷。若两导体之间的电势差为 \( 200  \mathrm{V} \)，求：沿轴线方向每单位长度的电荷量大小。 (结果使用科学计数法，以$ \mathrm{C} \cdot  {\mathrm{m}}^{-1} $为单位，保留1位有效数字)","0.9 \times 10^{-8}"
"52","3","有两个无限长同轴圆柱导体，半径分别为 \( R_{1} = 3.0 \times 10^{-2}  \mathrm{m} \) 和 \( R_{2} = 0.10  \mathrm{m} \)，分别携带等量但符号相反的电荷。若两导体之间的电势差为 \( 100  \mathrm{V} \)，求：沿轴线方向每单位长度的电荷量大小。 (结果使用科学计数法，以$ \mathrm{C} \cdot  {\mathrm{m}}^{-1} $为单位，保留1位有效数字)","0.5 \times 10^{-8}"
"58","0","在两个透射轴平行的偏振片之间插入一片石英旋光晶片，以完全阻挡波长为 \(5500 \mathring{A}\) 的黄绿光。已知石英对此波长的旋光率为 \(24^\circ/\mathrm{mm}\)，求晶片的最小厚度。 (结果以$ \mathrm{\;{mm}} $为单位，保留3位有效数字)","3.75"
"58","1","在两个透射轴平行的偏振片之间插入一片石英旋光晶片，以完全阻挡波长为 \(5500 \mathring{A}\) 的黄绿光。已知石英对此波长的旋光率为 \(25^\circ/\mathrm{mm}\)，求晶片的最小厚度。 (结果以$ \mathrm{\;{mm}} $为单位，保留2位有效数字)","3.6"
"58","2","在两个透射轴平行的偏振片之间插入一片石英旋光晶片，以完全阻挡波长为 \(5500 \mathring{A}\) 的黄绿光。已知石英对此波长的旋光率为 \(30^\circ/\mathrm{mm}\)，求晶片的最小厚度。 (结果以$ \mathrm{\;{mm}} $为单位，保留1位有效数字)","3"
"58","3","在两个透射轴平行的偏振片之间插入一片石英旋光晶片，以完全阻挡波长为 \(5500 \mathring{A}\) 的黄绿光。已知石英对此波长的旋光率为 \(36^\circ/\mathrm{mm}\)，求晶片的最小厚度。 (结果以$ \mathrm{\;{mm}} $为单位，保留2位有效数字)","2.5"
"80","0","一个伽利略望远镜的物镜焦距为 \( 15 \, \text{cm} \)。若目镜为发散透镜且其光心与物镜光心相距 \( 10 \, \text{cm} \)，求目镜的焦距。 (结果以$ \mathrm{\;{cm}} $为单位，保留1位有效数字)","- 5"
"80","1","一个伽利略望远镜的物镜焦距为 \( 20 \, \text{cm} \)。若目镜为发散透镜且其光心与物镜光心相距 \( 10 \, \text{cm} \)，求目镜的焦距。 (结果以$ \mathrm{\;{cm}} $为单位，保留2位有效数字)","- 10"
"80","2","一个伽利略望远镜的物镜焦距为 \( 15 \, \text{cm} \)。若目镜为发散透镜且其光心与物镜光心相距 \( 17 \, \text{cm} \)，求目镜的焦距。 (结果以$ \mathrm{\;{cm}} $为单位，保留1位有效数字)","-2"
